escalation_id,call_id,escalation_reason,escalated_to,escalation_date
3745,49368,High-value Customer,Supervisor,2025-05-22 16:54:24
3746,45409,Repeated Issue,Legal,2025-04-03 12:07:11
3747,7574,High-value Customer,Supervisor,2025-03-11 05:14:02
3748,11406,Technical Issue,Legal,2025-05-10 10:36:34
3749,59801,Policy Exception,Legal,2025-02-16 16:33:41
3750,43071,Policy Exception,Supervisor,2025-03-23 21:22:44
3751,44730,Technical Issue,Legal,2025-02-22 16:22:49
3752,1902,High-value Customer,Supervisor,2025-05-28 00:03:12
3753,16399,High-value Customer,Supervisor,2025-01-11 00:02:27
3754,33741,Technical Issue,Legal,2025-04-01 18:45:07
3755,20296,Policy Exception,Legal,2025-04-23 09:09:09
3756,59777,Technical Issue,Legal,2025-02-25 10:03:45
3757,53209,High-value Customer,Backend Team,2024-12-25 11:09:03
3758,66339,Repeated Issue,Supervisor,2025-04-07 12:51:40
3759,70881,Technical Issue,Legal,2024-12-28 00:18:23
3760,13497,Policy Exception,Legal,2025-03-20 00:25:58
3761,88736,High-value Customer,Legal,2025-04-23 12:53:20
3762,21726,Technical Issue,Legal,2025-03-07 02:54:04
3763,97783,High-value Customer,Legal,2025-03-24 03:37:10
3764,52522,Policy Exception,Legal,2025-06-05 16:39:20
3765,39962,Technical Issue,Backend Team,2025-06-20 11:50:46
3766,47702,High-value Customer,Legal,2025-01-22 04:38:52
3767,43188,Technical Issue,Legal,2025-04-27 15:41:09
3768,28138,High-value Customer,Backend Team,2025-03-11 16:02:55
3769,86052,Repeated Issue,Legal,2025-02-23 11:04:31
3770,7142,Policy Exception,Legal,2025-04-16 05:44:39
3771,44980,Technical Issue,Backend Team,2025-04-20 18:43:10
3772,19669,Technical Issue,Backend Team,2025-01-29 04:17:49
3773,25947,Technical Issue,Supervisor,2025-01-14 16:09:31
3774,86810,Repeated Issue,Supervisor,2025-06-03 16:17:27
3775,98394,Policy Exception,Backend Team,2025-01-26 06:39:34
3776,17171,High-value Customer,Legal,2025-04-21 04:47:16
3777,5286,Repeated Issue,Backend Team,2025-03-12 08:05:07
3778,81666,Technical Issue,Legal,2025-02-25 23:49:42
3779,97153,Technical Issue,Backend Team,2025-01-14 16:50:02
3780,96220,Technical Issue,Supervisor,2025-05-14 05:50:49
3781,43051,High-value Customer,Supervisor,2025-06-11 10:46:26
3782,95977,High-value Customer,Supervisor,2025-03-02 03:48:22
3783,79229,High-value Customer,Legal,2025-05-01 20:57:05
3784,28817,Policy Exception,Supervisor,2025-05-21 14:38:33
3785,12560,Technical Issue,Supervisor,2025-06-13 01:06:49
3786,55381,High-value Customer,Legal,2025-05-16 19:25:19
3787,30953,Repeated Issue,Supervisor,2025-06-16 20:00:18
3788,62441,Technical Issue,Legal,2025-06-16 21:52:20
3789,97318,High-value Customer,Legal,2024-12-26 06:12:46
3790,30145,Repeated Issue,Legal,2025-01-01 20:59:14
3791,32121,Technical Issue,Backend Team,2025-01-03 02:14:32
3792,75105,Policy Exception,Supervisor,2025-06-18 14:20:10
3793,32684,Technical Issue,Supervisor,2025-02-03 21:45:24
3794,19010,High-value Customer,Supervisor,2025-06-20 02:41:36
3795,67184,Policy Exception,Supervisor,2025-02-04 07:47:34
3796,72929,Policy Exception,Supervisor,2025-01-09 11:28:53
3797,11465,High-value Customer,Legal,2025-01-07 08:44:37
3798,54734,Technical Issue,Backend Team,2025-05-02 00:34:10
3799,24746,Technical Issue,Legal,2025-02-18 08:33:23
3800,64926,Policy Exception,Supervisor,2025-02-17 04:12:28
3801,35082,High-value Customer,Legal,2025-06-09 02:21:18
3802,88105,Policy Exception,Supervisor,2025-06-04 09:31:57
3803,12548,Policy Exception,Legal,2025-06-21 08:15:23
3804,54077,Technical Issue,Supervisor,2025-04-01 11:18:17
3805,22167,High-value Customer,Supervisor,2025-05-15 11:29:43
3806,42108,Repeated Issue,Legal,2025-04-06 04:08:19
3807,99465,Technical Issue,Supervisor,2025-02-03 02:54:49
3808,63022,Repeated Issue,Backend Team,2025-02-05 08:13:26
3809,66186,Technical Issue,Legal,2025-06-07 08:02:28
3810,52417,High-value Customer,Backend Team,2025-04-21 22:53:28
3811,79157,High-value Customer,Supervisor,2025-01-25 07:25:07
3812,55773,Repeated Issue,Backend Team,2025-03-14 16:32:59
3813,73224,High-value Customer,Supervisor,2025-03-24 10:06:19
3814,48523,Policy Exception,Supervisor,2025-01-24 04:03:57
3815,85278,Policy Exception,Legal,2025-04-01 21:13:55
3816,71231,Repeated Issue,Backend Team,2025-04-26 11:05:13
3817,50912,Repeated Issue,Backend Team,2025-01-27 19:33:25
3818,80696,Repeated Issue,Backend Team,2025-05-15 04:56:38
3819,45510,Repeated Issue,Supervisor,2025-03-13 19:59:24
3820,23116,Repeated Issue,Supervisor,2025-03-04 02:51:10
3821,381,Policy Exception,Supervisor,2025-04-04 17:28:07
3822,29076,Technical Issue,Legal,2025-04-03 07:48:08
3823,69815,Policy Exception,Legal,2025-05-01 13:07:45
3824,67201,Repeated Issue,Backend Team,2025-02-01 15:06:08
3825,45121,High-value Customer,Legal,2025-02-08 07:43:50
3826,44906,Repeated Issue,Backend Team,2025-04-30 05:33:36
3827,31269,Policy Exception,Supervisor,2025-03-28 10:08:11
3828,13197,Technical Issue,Backend Team,2025-02-14 05:09:15
3829,7939,High-value Customer,Legal,2024-12-30 22:26:05
3830,44094,Technical Issue,Backend Team,2025-04-23 07:17:21
3831,96000,Repeated Issue,Backend Team,2025-06-09 05:04:27
3832,29120,High-value Customer,Backend Team,2025-04-19 07:32:18
3833,52791,High-value Customer,Legal,2025-05-19 18:24:02
3834,46361,High-value Customer,Backend Team,2025-06-11 03:55:02
3835,83116,Technical Issue,Supervisor,2025-05-16 11:22:39
3836,74744,Technical Issue,Legal,2025-01-10 16:59:32
3837,315,High-value Customer,Legal,2025-05-07 22:18:26
3838,9648,Repeated Issue,Legal,2025-04-27 04:20:12
3839,35073,Repeated Issue,Legal,2025-01-28 22:11:42
3840,3217,Repeated Issue,Legal,2025-02-03 08:40:04
3841,25165,High-value Customer,Legal,2025-03-29 16:21:10
3842,39410,Policy Exception,Backend Team,2025-04-30 10:24:34
3843,9460,Repeated Issue,Backend Team,2025-02-11 10:06:20
3844,71061,Repeated Issue,Legal,2025-05-10 00:06:36
3845,31290,Technical Issue,Supervisor,2025-01-05 20:51:50
3846,16751,Repeated Issue,Backend Team,2025-01-27 21:54:40
3847,39100,Repeated Issue,Supervisor,2025-04-13 22:48:11
3848,93129,High-value Customer,Backend Team,2025-04-20 06:12:05
3849,49163,Policy Exception,Backend Team,2025-03-25 22:47:12
3850,22094,High-value Customer,Legal,2025-01-30 20:07:42
3851,86814,High-value Customer,Backend Team,2025-04-30 23:01:49
3852,23881,Repeated Issue,Legal,2025-01-29 06:41:43
3853,97891,Policy Exception,Supervisor,2025-04-04 03:32:11
3854,75848,Policy Exception,Supervisor,2025-01-09 00:55:23
3855,3226,High-value Customer,Supervisor,2025-01-19 07:26:22
3856,25837,Repeated Issue,Backend Team,2024-12-28 21:27:53
3857,14178,Technical Issue,Backend Team,2025-01-30 23:53:21
3858,9696,Technical Issue,Supervisor,2025-02-06 01:21:35
3859,23794,Repeated Issue,Backend Team,2025-06-04 15:00:19
3860,72636,Policy Exception,Legal,2025-02-15 05:50:01
3861,90440,Repeated Issue,Backend Team,2025-02-02 14:48:13
3862,45786,High-value Customer,Legal,2025-05-22 06:11:03
3863,89407,Policy Exception,Legal,2025-01-20 02:40:36
3864,75499,Technical Issue,Legal,2025-01-08 21:18:30
3865,11951,High-value Customer,Legal,2025-04-16 23:23:44
3866,67801,High-value Customer,Backend Team,2025-01-25 10:08:28
3867,34360,Policy Exception,Supervisor,2025-05-13 11:58:10
3868,33308,Technical Issue,Backend Team,2025-04-15 13:19:26
3869,28366,Technical Issue,Supervisor,2024-12-30 17:21:45
3870,48670,Technical Issue,Backend Team,2025-04-12 23:55:06
3871,43469,Technical Issue,Legal,2025-06-05 16:43:38
3872,31563,Technical Issue,Supervisor,2025-04-12 09:50:52
3873,2461,High-value Customer,Legal,2025-05-29 16:39:49
3874,82825,Repeated Issue,Supervisor,2025-04-08 02:40:34
3875,81457,Policy Exception,Backend Team,2025-01-19 10:47:51
3876,22663,Policy Exception,Supervisor,2025-03-12 06:33:25
3877,17583,Repeated Issue,Legal,2025-02-23 05:19:10
3878,94487,High-value Customer,Supervisor,2025-02-18 13:42:59
3879,76037,Policy Exception,Backend Team,2025-03-16 12:12:16
3880,64084,Repeated Issue,Legal,2025-05-20 22:39:43
3881,81040,High-value Customer,Legal,2025-02-14 14:37:51
3882,13146,High-value Customer,Legal,2025-03-22 07:36:29
3883,85422,High-value Customer,Backend Team,2025-01-19 02:00:36
3884,46344,Repeated Issue,Legal,2025-05-02 13:10:15
3885,81174,High-value Customer,Legal,2025-02-28 18:42:39
3886,58704,Technical Issue,Backend Team,2025-02-26 02:33:31
3887,75516,Policy Exception,Backend Team,2025-06-08 16:12:45
3888,26497,Policy Exception,Supervisor,2025-06-18 19:00:47
3889,34943,Policy Exception,Backend Team,2025-03-18 07:17:42
3890,47082,Policy Exception,Supervisor,2025-04-29 15:22:15
3891,96797,High-value Customer,Backend Team,2025-06-05 02:14:21
3892,65826,High-value Customer,Backend Team,2025-05-21 06:26:48
3893,31253,Repeated Issue,Backend Team,2025-01-22 15:40:51
3894,6107,Repeated Issue,Supervisor,2025-02-11 08:13:25
3895,87260,Repeated Issue,Backend Team,2025-04-09 22:44:59
3896,33083,Policy Exception,Supervisor,2025-01-14 20:16:44
3897,76665,Technical Issue,Legal,2025-05-12 07:09:01
3898,50834,Technical Issue,Supervisor,2025-01-30 06:39:47
3899,25396,Technical Issue,Legal,2025-04-17 18:06:29
3900,12454,Policy Exception,Supervisor,2025-06-16 22:41:50
3901,16348,Policy Exception,Supervisor,2024-12-29 14:37:58
3902,99965,Technical Issue,Legal,2025-01-10 23:40:17
3903,34625,High-value Customer,Backend Team,2025-03-08 01:54:08
3904,8360,Policy Exception,Supervisor,2025-04-24 02:50:47
3905,7525,Technical Issue,Legal,2025-04-07 06:51:19
3906,24298,Policy Exception,Backend Team,2025-06-16 09:20:37
3907,75934,Policy Exception,Backend Team,2025-02-17 20:51:52
3908,35659,Technical Issue,Legal,2025-04-01 00:21:12
3909,66988,Technical Issue,Legal,2025-01-28 19:19:26
3910,48431,Technical Issue,Supervisor,2025-02-27 18:35:20
3911,22545,Technical Issue,Legal,2025-06-08 10:11:41
3912,31970,Repeated Issue,Backend Team,2025-04-13 12:03:49
3913,61051,High-value Customer,Supervisor,2025-03-03 11:29:11
3914,24824,Technical Issue,Legal,2025-04-03 03:49:40
3915,37429,Technical Issue,Legal,2025-06-21 20:44:51
3916,92108,Technical Issue,Legal,2025-04-20 08:45:40
3917,53998,High-value Customer,Legal,2025-01-01 11:33:23
3918,78733,Repeated Issue,Backend Team,2025-03-29 13:33:17
3919,3518,Repeated Issue,Legal,2025-05-02 17:36:35
3920,98468,Repeated Issue,Supervisor,2025-06-08 03:16:24
3921,72805,Technical Issue,Legal,2025-02-07 06:23:18
3922,96588,Policy Exception,Legal,2025-05-06 03:54:06
3923,14182,Repeated Issue,Legal,2025-01-04 14:23:00
3924,68584,Repeated Issue,Supervisor,2025-02-07 16:42:21
3925,48357,Technical Issue,Legal,2025-05-22 09:16:51
3926,54736,Repeated Issue,Supervisor,2025-04-15 04:01:28
3927,49709,Technical Issue,Legal,2025-03-11 03:59:29
3928,6671,Technical Issue,Legal,2025-01-01 20:30:33
3929,70,Repeated Issue,Backend Team,2025-02-10 08:52:54
3930,4192,Technical Issue,Backend Team,2025-05-17 07:46:16
3931,52962,High-value Customer,Supervisor,2025-04-03 23:05:58
3932,82963,Technical Issue,Supervisor,2025-04-20 03:14:07
3933,12241,High-value Customer,Supervisor,2025-01-26 19:55:45
3934,74925,Policy Exception,Supervisor,2025-01-09 10:23:59
3935,56866,Policy Exception,Backend Team,2025-03-09 02:41:36
3936,77721,High-value Customer,Backend Team,2024-12-27 13:58:16
3937,84514,High-value Customer,Supervisor,2025-02-24 03:04:21
3938,36583,High-value Customer,Supervisor,2025-06-20 08:13:04
3939,95543,Technical Issue,Backend Team,2025-01-02 15:46:02
3940,22990,Technical Issue,Supervisor,2025-03-18 20:39:40
3941,62860,Repeated Issue,Supervisor,2025-03-23 00:41:13
3942,26455,Repeated Issue,Supervisor,2025-03-18 18:09:41
3943,76484,Repeated Issue,Backend Team,2025-02-22 22:37:22
3944,2990,Technical Issue,Backend Team,2025-04-15 01:18:00
3945,10447,Repeated Issue,Legal,2025-05-15 21:01:36
3946,79832,Policy Exception,Legal,2025-05-07 23:29:35
3947,29921,High-value Customer,Supervisor,2025-03-26 08:38:52
3948,66347,Technical Issue,Legal,2025-01-19 19:59:36
3949,40046,High-value Customer,Backend Team,2025-02-17 21:33:26
3950,46654,Repeated Issue,Backend Team,2025-04-01 19:05:52
3951,18635,Technical Issue,Legal,2025-06-05 02:46:23
3952,69158,Policy Exception,Supervisor,2025-01-09 05:49:36
3953,62044,Policy Exception,Supervisor,2025-01-26 08:33:52
3954,70399,Repeated Issue,Legal,2025-02-28 14:26:18
3955,21575,Technical Issue,Supervisor,2025-01-30 06:49:11
3956,43733,High-value Customer,Supervisor,2025-06-09 18:11:34
3957,68428,Repeated Issue,Legal,2025-03-19 10:36:01
3958,34914,Repeated Issue,Supervisor,2025-06-05 05:45:05
3959,31159,Technical Issue,Legal,2025-05-30 11:56:42
3960,76730,Repeated Issue,Supervisor,2025-03-29 06:34:19
3961,11838,High-value Customer,Backend Team,2025-06-22 09:24:38
3962,61674,Policy Exception,Supervisor,2025-04-29 16:16:28
3963,99324,High-value Customer,Supervisor,2025-05-19 19:13:24
3964,63597,Repeated Issue,Legal,2025-01-26 04:56:53
3965,44104,Technical Issue,Supervisor,2025-01-28 13:42:19
3966,1136,High-value Customer,Supervisor,2025-02-13 17:51:27
3967,15181,Policy Exception,Backend Team,2025-01-12 07:46:38
3968,61403,Technical Issue,Legal,2025-04-16 18:27:09
3969,82258,Policy Exception,Legal,2025-04-05 04:37:09
3970,31480,Policy Exception,Legal,2025-04-29 22:04:14
3971,18661,High-value Customer,Legal,2025-06-09 12:37:59
3972,16162,Repeated Issue,Supervisor,2025-06-01 12:16:00
3973,71374,Repeated Issue,Backend Team,2025-06-20 18:17:55
3974,567,Technical Issue,Legal,2025-05-02 09:23:53
3975,10135,Technical Issue,Backend Team,2025-04-26 08:26:26
3976,41273,Policy Exception,Legal,2025-04-05 03:47:53
3977,63075,Repeated Issue,Legal,2025-04-01 14:26:05
3978,90564,Policy Exception,Backend Team,2025-05-29 09:56:42
3979,25464,High-value Customer,Supervisor,2025-05-22 16:53:19
3980,82751,Technical Issue,Backend Team,2025-01-07 23:03:08
3981,89577,High-value Customer,Backend Team,2025-04-30 17:20:16
3982,77109,Repeated Issue,Legal,2025-05-31 02:16:14
3983,45074,Policy Exception,Legal,2025-03-07 12:17:54
3984,27047,Policy Exception,Backend Team,2025-01-13 16:58:05
3985,83109,Policy Exception,Supervisor,2025-04-04 14:13:49
3986,96088,Repeated Issue,Backend Team,2025-04-28 09:38:41
3987,56204,High-value Customer,Supervisor,2025-05-27 14:07:46
3988,41840,Technical Issue,Legal,2025-03-24 23:26:15
3989,30547,Technical Issue,Backend Team,2025-04-24 14:03:07
3990,11150,High-value Customer,Backend Team,2025-03-04 04:19:47
3991,2146,High-value Customer,Supervisor,2025-03-30 14:16:10
3992,65859,Policy Exception,Backend Team,2025-04-23 14:38:20
3993,41629,Repeated Issue,Legal,2025-05-21 09:57:58
3994,3713,Repeated Issue,Backend Team,2025-06-14 18:17:28
3995,71913,Repeated Issue,Supervisor,2025-01-11 22:20:51
3996,24743,Repeated Issue,Legal,2025-03-05 12:56:01
3997,97505,Policy Exception,Supervisor,2025-05-06 15:58:43
3998,10569,Policy Exception,Supervisor,2025-05-20 17:02:25
3999,3100,Technical Issue,Backend Team,2025-03-06 19:35:25
4000,87442,Repeated Issue,Legal,2025-02-09 09:42:58
4001,7751,Technical Issue,Backend Team,2025-03-08 05:15:23
4002,97722,Policy Exception,Legal,2025-03-13 10:34:26
4003,1325,Policy Exception,Backend Team,2025-04-04 08:23:45
4004,77432,Technical Issue,Legal,2025-01-22 05:45:59
4005,11073,Policy Exception,Backend Team,2025-04-11 16:46:53
4006,4624,Technical Issue,Legal,2025-01-11 05:43:48
4007,54894,Policy Exception,Backend Team,2025-03-03 06:31:40
4008,64953,Policy Exception,Supervisor,2025-05-24 01:08:25
4009,92310,Technical Issue,Supervisor,2025-03-19 05:05:42
4010,59637,High-value Customer,Backend Team,2025-02-17 10:38:48
4011,79456,Technical Issue,Legal,2025-02-11 16:03:37
4012,1064,High-value Customer,Legal,2025-01-16 08:12:46
4013,7579,Technical Issue,Legal,2025-06-05 14:35:07
4014,88624,Repeated Issue,Legal,2025-01-20 19:22:13
4015,51567,High-value Customer,Legal,2025-01-12 11:51:50
4016,39369,Policy Exception,Supervisor,2025-01-10 12:43:13
4017,19587,Repeated Issue,Legal,2025-03-29 10:14:05
4018,95391,High-value Customer,Supervisor,2025-06-07 09:27:37
4019,82673,High-value Customer,Backend Team,2025-04-28 22:43:38
4020,58324,Technical Issue,Backend Team,2025-02-23 09:24:52
4021,59223,Technical Issue,Supervisor,2025-05-05 19:22:09
4022,76507,High-value Customer,Supervisor,2025-03-28 04:09:50
4023,94213,High-value Customer,Legal,2025-03-03 04:30:59
4024,53009,Repeated Issue,Legal,2025-06-09 08:34:28
4025,28320,Repeated Issue,Backend Team,2025-06-02 05:27:59
4026,52660,High-value Customer,Supervisor,2025-02-07 18:51:43
4027,45661,Repeated Issue,Supervisor,2025-02-05 01:59:36
4028,56525,Policy Exception,Supervisor,2025-01-13 20:26:50
4029,49858,High-value Customer,Supervisor,2025-05-19 13:05:36
4030,58623,High-value Customer,Backend Team,2025-02-13 12:16:19
4031,96982,Policy Exception,Backend Team,2025-03-24 11:55:55
4032,41386,Technical Issue,Supervisor,2025-06-14 10:58:59
4033,9410,Technical Issue,Legal,2025-01-28 02:42:47
4034,50153,Technical Issue,Backend Team,2025-02-02 05:47:23
4035,5064,High-value Customer,Legal,2025-05-27 08:03:13
4036,35595,High-value Customer,Supervisor,2025-01-03 05:32:11
4037,19364,High-value Customer,Backend Team,2025-04-24 20:32:10
4038,53629,Repeated Issue,Backend Team,2025-01-06 19:15:45
4039,81036,Policy Exception,Legal,2025-03-13 12:22:10
4040,30957,Policy Exception,Backend Team,2025-06-06 10:06:30
4041,29536,Technical Issue,Legal,2025-06-01 19:29:51
4042,69454,Repeated Issue,Supervisor,2025-04-02 03:38:42
4043,26055,Policy Exception,Legal,2025-04-08 06:41:27
4044,63841,Technical Issue,Backend Team,2025-01-14 11:07:21
4045,7433,High-value Customer,Backend Team,2025-05-05 18:03:56
4046,49361,Repeated Issue,Supervisor,2025-02-26 03:59:08
4047,60091,Technical Issue,Supervisor,2025-02-12 20:52:51
4048,58016,Policy Exception,Legal,2025-06-13 04:17:30
4049,41469,High-value Customer,Backend Team,2024-12-27 14:41:04
4050,32026,Repeated Issue,Supervisor,2025-05-09 00:39:10
4051,11710,Repeated Issue,Backend Team,2025-01-10 15:15:25
4052,7725,Technical Issue,Legal,2025-04-15 07:09:27
4053,12156,Repeated Issue,Legal,2025-04-30 23:49:22
4054,99667,Technical Issue,Supervisor,2025-05-13 16:00:34
4055,2929,Technical Issue,Legal,2025-05-06 18:25:13
4056,75627,Repeated Issue,Backend Team,2025-01-08 10:01:03
4057,31172,High-value Customer,Supervisor,2025-06-09 15:33:49
4058,42249,Repeated Issue,Backend Team,2025-05-21 11:54:08
4059,18025,Technical Issue,Supervisor,2025-02-11 02:31:06
4060,31430,High-value Customer,Backend Team,2025-05-04 06:49:53
4061,17672,High-value Customer,Supervisor,2025-02-06 21:29:02
4062,81277,Policy Exception,Backend Team,2025-01-30 08:02:01
4063,75167,High-value Customer,Supervisor,2025-05-06 03:41:46
4064,54845,Repeated Issue,Legal,2025-05-17 21:06:15
4065,34149,High-value Customer,Legal,2025-03-16 13:47:32
4066,36410,High-value Customer,Backend Team,2025-01-10 04:35:50
4067,6271,Policy Exception,Legal,2025-03-04 01:44:45
4068,74801,High-value Customer,Backend Team,2025-01-16 12:36:58
4069,5627,Technical Issue,Backend Team,2025-05-14 18:39:01
4070,63464,Technical Issue,Legal,2025-01-22 19:52:23
4071,64845,Technical Issue,Supervisor,2025-05-18 17:05:49
4072,36277,Policy Exception,Supervisor,2025-02-01 10:12:24
4073,4114,Repeated Issue,Supervisor,2025-06-05 14:15:33
4074,31673,Policy Exception,Supervisor,2025-01-11 19:04:22
4075,24692,Repeated Issue,Backend Team,2025-01-21 02:08:04
4076,14845,High-value Customer,Backend Team,2024-12-31 05:32:28
4077,84696,Technical Issue,Backend Team,2025-06-19 08:03:14
4078,21737,Technical Issue,Supervisor,2025-04-14 10:49:21
4079,55721,Technical Issue,Backend Team,2025-04-27 20:43:52
4080,30020,Policy Exception,Legal,2025-03-06 09:29:59
4081,58935,Policy Exception,Backend Team,2025-05-25 04:03:04
4082,46063,Technical Issue,Backend Team,2025-01-18 13:50:52
4083,9170,Policy Exception,Legal,2025-06-12 13:27:55
4084,7796,Policy Exception,Backend Team,2025-02-25 12:52:47
4085,677,High-value Customer,Legal,2024-12-31 04:49:28
4086,95432,Repeated Issue,Supervisor,2025-05-12 05:45:27
4087,80036,Repeated Issue,Legal,2025-01-02 15:06:11
4088,67228,Repeated Issue,Supervisor,2025-02-11 19:47:58
4089,99863,Policy Exception,Backend Team,2025-02-08 06:02:44
4090,35329,Repeated Issue,Legal,2025-04-26 21:14:49
4091,70066,Technical Issue,Supervisor,2025-03-28 04:56:57
4092,5709,Policy Exception,Legal,2025-05-06 10:26:05
4093,42642,Policy Exception,Supervisor,2025-01-27 02:41:54
4094,51747,High-value Customer,Legal,2025-03-21 08:59:52
4095,6009,High-value Customer,Backend Team,2025-01-27 13:07:33
4096,35877,High-value Customer,Legal,2025-05-31 02:21:47
4097,17722,High-value Customer,Supervisor,2025-06-21 17:18:59
4098,62943,Policy Exception,Supervisor,2025-04-02 19:57:39
4099,66319,Technical Issue,Legal,2025-04-07 19:56:10
4100,67498,Repeated Issue,Backend Team,2025-02-13 23:44:11
4101,65715,Technical Issue,Legal,2025-04-21 16:33:44
4102,91095,High-value Customer,Backend Team,2025-01-01 20:47:54
4103,19279,High-value Customer,Backend Team,2025-05-14 23:37:59
4104,85535,Repeated Issue,Backend Team,2025-04-25 04:45:04
4105,37629,Repeated Issue,Supervisor,2025-04-24 08:05:43
4106,30023,Technical Issue,Supervisor,2025-04-24 15:59:18
4107,53917,Repeated Issue,Supervisor,2025-04-03 18:45:28
4108,33791,Technical Issue,Backend Team,2025-03-10 09:25:02
4109,84231,Repeated Issue,Legal,2025-06-12 22:28:38
4110,64828,Repeated Issue,Supervisor,2025-02-08 13:10:36
4111,87225,Technical Issue,Supervisor,2025-02-08 14:00:43
4112,68069,High-value Customer,Supervisor,2025-05-31 19:01:16
4113,75475,High-value Customer,Legal,2025-03-07 07:04:06
4114,97855,Technical Issue,Backend Team,2025-02-20 02:31:08
4115,16571,Repeated Issue,Backend Team,2025-05-26 09:25:33
4116,8879,High-value Customer,Backend Team,2025-06-11 13:33:13
4117,89599,Repeated Issue,Backend Team,2025-06-11 03:06:12
4118,43593,Repeated Issue,Supervisor,2025-06-13 10:40:00
4119,21095,High-value Customer,Supervisor,2025-03-03 21:08:54
4120,7617,Policy Exception,Backend Team,2025-02-12 14:26:32
4121,24395,Policy Exception,Backend Team,2025-05-28 12:32:37
4122,33888,Technical Issue,Supervisor,2025-05-30 20:04:05
4123,51874,Technical Issue,Legal,2024-12-25 08:42:47
4124,13384,High-value Customer,Legal,2025-05-16 07:08:20
4125,88700,Technical Issue,Supervisor,2025-04-06 04:55:27
4126,15392,Technical Issue,Legal,2025-04-17 22:01:07
4127,40669,High-value Customer,Backend Team,2025-01-26 14:47:13
4128,16203,High-value Customer,Backend Team,2025-02-26 22:44:12
4129,27600,Policy Exception,Supervisor,2025-05-19 07:19:25
4130,22348,Technical Issue,Legal,2025-04-24 23:29:38
4131,74375,High-value Customer,Legal,2025-04-11 22:46:45
4132,42009,Repeated Issue,Legal,2025-05-08 03:31:53
4133,98027,High-value Customer,Supervisor,2025-05-19 20:32:16
4134,17488,Repeated Issue,Supervisor,2025-04-03 14:54:46
4135,21560,Technical Issue,Supervisor,2025-01-30 19:43:45
4136,46652,High-value Customer,Backend Team,2025-02-05 03:24:18
4137,96288,Technical Issue,Supervisor,2024-12-30 02:37:11
4138,92847,Policy Exception,Supervisor,2025-03-04 12:33:00
4139,56029,Repeated Issue,Backend Team,2025-01-17 11:06:37
4140,98834,High-value Customer,Legal,2025-06-05 03:14:34
4141,62174,Policy Exception,Backend Team,2025-05-24 12:17:09
4142,57844,Repeated Issue,Supervisor,2025-02-05 20:13:16
4143,50071,Repeated Issue,Backend Team,2025-02-08 19:27:41
4144,73265,High-value Customer,Supervisor,2025-01-01 04:42:54
4145,24213,Repeated Issue,Legal,2025-01-08 22:00:00
4146,56086,Technical Issue,Legal,2025-05-15 18:02:30
4147,7582,High-value Customer,Supervisor,2025-02-15 19:03:35
4148,3826,Policy Exception,Supervisor,2025-04-22 02:46:23
4149,22033,Technical Issue,Supervisor,2025-01-16 20:53:04
4150,68200,High-value Customer,Backend Team,2025-06-09 14:33:10
4151,37906,Technical Issue,Legal,2025-05-24 19:53:41
4152,66398,High-value Customer,Supervisor,2025-04-08 14:53:22
4153,48739,High-value Customer,Legal,2025-03-16 00:59:54
4154,9444,Repeated Issue,Backend Team,2025-05-15 16:03:46
4155,79152,Technical Issue,Supervisor,2025-01-06 19:45:03
4156,86443,High-value Customer,Backend Team,2025-02-16 11:46:42
4157,13342,Repeated Issue,Legal,2025-05-18 15:40:24
4158,319,Policy Exception,Backend Team,2025-04-06 11:09:20
4159,41588,Technical Issue,Supervisor,2025-01-22 00:56:43
4160,30652,High-value Customer,Backend Team,2025-03-19 04:49:45
4161,67110,Policy Exception,Legal,2025-06-19 16:07:40
4162,18773,Repeated Issue,Legal,2024-12-30 00:42:37
4163,40274,Repeated Issue,Supervisor,2025-04-06 03:55:46
4164,69237,Technical Issue,Legal,2025-05-30 20:24:34
4165,62986,Policy Exception,Backend Team,2025-06-02 14:25:42
4166,59355,High-value Customer,Backend Team,2025-04-15 01:47:46
4167,78604,High-value Customer,Legal,2025-04-29 11:29:15
4168,10858,Policy Exception,Backend Team,2025-02-26 22:49:35
4169,23791,Policy Exception,Supervisor,2024-12-27 07:42:34
4170,81835,Policy Exception,Backend Team,2025-03-06 04:19:16
4171,95395,Policy Exception,Legal,2025-04-04 12:34:36
4172,85245,High-value Customer,Supervisor,2025-04-21 11:28:13
4173,47986,Repeated Issue,Supervisor,2025-06-19 12:20:41
4174,61291,High-value Customer,Legal,2025-05-21 23:56:09
4175,54662,Repeated Issue,Supervisor,2025-01-29 11:15:40
4176,69036,High-value Customer,Supervisor,2025-04-26 20:44:31
4177,29236,Technical Issue,Legal,2025-05-30 23:43:50
4178,72174,Technical Issue,Backend Team,2025-05-20 09:41:56
4179,46679,Repeated Issue,Backend Team,2025-04-04 13:21:28
4180,29675,Policy Exception,Backend Team,2025-03-28 18:38:23
4181,43515,High-value Customer,Backend Team,2025-05-02 03:58:42
4182,28970,Technical Issue,Supervisor,2025-01-27 08:48:21
4183,60902,Technical Issue,Supervisor,2025-04-20 17:02:51
4184,86464,Technical Issue,Backend Team,2025-02-13 23:08:50
4185,69197,Technical Issue,Supervisor,2025-01-17 03:11:34
4186,80105,Policy Exception,Supervisor,2025-04-01 19:04:45
